409	TRUMP	Tom, we vow to always remember the heroes of the USS Cole.	0
410	SYSTEM	(APPLAUSE)	0
411	TRUMP	Thank you, Tom.	0
412	TRUMP	My administration has acted decisively to confront the world’s leading state sponsor of terror: the radical regime in Iran.	0
413	TRUMP	It is a radical regime.	0
414	TRUMP	They do bad, bad things.	0
415	TRUMP	To ensure this corrupt dictatorship never acquires nuclear weapons, I withdrew the United States from the disastrous Iran nuclear deal.	0
416	SYSTEM	(APPLAUSE)	0
417	TRUMP	And last fall, we put in place the toughest sanctions ever imposed by us on a country.	0
418	TRUMP	"We will not avert our eyes from a regime that chants ""Death to America"" and threatens genocide against the Jewish people."	0
419	SYSTEM	(APPLAUSE)	0
420	TRUMP	We must never ignore the vile poison of anti-Semitism, or those who spread its venomous creed.	0
421	TRUMP	With one voice, we must confront this hatred anywhere and everywhere it occurs.	0
422	TRUMP	Just months ago, 11 Jewish-Americans were viciously murdered in an anti-Semitic attack on the Tree of Life synagogue in Pittsburgh.	0
423	TRUMP	SWAT Officer Timothy Matson raced into the gunfire and was shot seven times chasing down the killer.	0
424	TRUMP	And he was very successful.	0
425	TRUMP	Timothy has just had his 12th surgery, and he is going in for many more.	0
426	TRUMP	But he made the trip to be here with us tonight.	0
427	TRUMP	Officer Matson, please.	0
428	SYSTEM	(APPLAUSE)	0
429	TRUMP	Thank you.	0
430	TRUMP	We are forever grateful.	0
431	TRUMP	Thank you very much.	0
432	TRUMP	Tonight, we are also joined by Pittsburgh survivor, Judah Samet.	0
433	TRUMP	He arrived at the synagogue as the massacre began.	0
434	TRUMP	But not only did Judah narrowly escape death last fall, more than seven decades ago, he narrowly survived the Nazi concentration camps.	0
435	TRUMP	Today is Judah’s 81st birthday.	0
436	SYSTEM	(APPLAUSE)	0
437	AUDIENCE	"(Sings ""Happy Birthday."")"	0
438	SYSTEM	(APPLAUSE)	0
439	SAMET	Thank you!	0
440	TRUMP	They wouldn’t do that for me, Judah.	0
441	SYSTEM	(LAUGHTER)	0
442	TRUMP	Judah says he can still remember the exact moment, nearly 75 years ago, after 10 months in a concentration camp, when he and his family were put on a train and told they were going to another camp.	0
443	TRUMP	Suddenly, the train screeched to a very strong halt.	0
444	TRUMP	A soldier appeared.	0
445	TRUMP	Judah’s family braced for the absolute worst.	0
446	TRUMP	"Then, his father cried out with joy, ""It’s the Americans! It’s the Americans!"""	0
447	SYSTEM	(APPLAUSE)	0
448	TRUMP	Thank you.	0
449	TRUMP	A second Holocaust survivor who is here tonight, Joshua Kaufman, was a prisoner at Dachau.	0
450	TRUMP	He remembers watching through a hole in the wall of a cattle car as American soldiers rolled in with tanks.	0
451	TRUMP	"To me, Joshua recalls, ""the American soldiers were proof that God exists, and they came down from the sky."""	0
452	TRUMP	They came down from Heaven.	0
453	TRUMP	I began this evening by honoring three soldiers who fought on D-Day in the Second World War.	0
454	TRUMP	One of them was Herman Zeitchik.	0
455	TRUMP	But there is more to Herman’s story.	0
456	TRUMP	A year after he stormed the beaches of Normandy, Herman was one of the American soldiers who helped liberate Dachau.	0
457	SYSTEM	(APPLAUSE)	0
458	TRUMP	He was one of the Americans who helped rescue Joshua from that hell on Earth.	0
459	TRUMP	Almost 75 years later, Herman and Joshua are both together in the gallery tonight, seated side-by-side, here in the home of American freedom.	0
460	TRUMP	Herman and Joshua, your presence this evening is very much appreciated.	0
461	TRUMP	Thank you very much.	0
462	SYSTEM	(APPLAUSE)	0
463	TRUMP	Thank you.	0
464	TRUMP	When American soldiers set out beneath the dark skies over the English Channel in the early hours of D-Day, 1944, they were just young men of 18 and 19, hurtling on fragile landing craft toward the most momentous battle in the history of war.	0
465	TRUMP	They did not know if they would survive the hour.	0
466	TRUMP	They did not know if they would grow old.	0
467	TRUMP	But they knew that America had to prevail.	0
468	TRUMP	Their cause was this nation and generations yet unborn.	0
469	TRUMP	Why did they do it?	0
470	TRUMP	They did it for America.	0
471	TRUMP	They did it for us.	0
472	TRUMP	Everything that has come since — our triumph over communism, our giant leaps of science and discovery, our unrivaled progress towards equality and justice — all of it is possible thanks to the blood and tears and courage and vision of the Americans who came before.	0
473	TRUMP	Think of this Capitol.	0
474	TRUMP	Think of this very Chamber, where lawmakers before you voted to end slavery, to build the railroads and the highways, and defeat fascism, to secure civil rights, and to face down evil empires.	0
475	TRUMP	Here tonight, we have legislators from across this magnificent republic.	0
476	TRUMP	"You have come from the rocky shores of Maine and the volcanic peaks of Hawaii; from the snowy woods of Wisconsin and the red deserts of Arizona; from the green farms of Kentucky and the golden beaches of California."	0
477	TRUMP	Together, we represent the most extraordinary nation in all of history.	0
478	TRUMP	What will we do with this moment?	0
479	TRUMP	How will we be remembered?	0
480	TRUMP	I ask the men and women of this Congress: Look at the opportunities before us.	0
481	TRUMP	Our most thrilling achievements are still ahead.	0
482	TRUMP	Our most exciting journeys still await.	0
483	TRUMP	Our biggest victories are still to come.	0
484	TRUMP	We have not yet begun to dream.	0
485	TRUMP	We must choose whether we are defined by our differences or whether we dare to transcend them.	0
486	TRUMP	We must choose whether we squander our great inheritance or whether we proudly declare that we are Americans.	0
487	TRUMP	We do the incredible.	0
488	TRUMP	We defy the impossible.	0
489	TRUMP	We conquer the unknown.	0
490	TRUMP	This is the time to reignite the American imagination.	0
491	TRUMP	This is the time to search for the tallest summit and set our sights on the brightest star.	0
492	TRUMP	This is the time to rekindle the bonds of love and loyalty and memory that link us together as citizens, as neighbors, as patriots.	0
493	TRUMP	This is our future, our fate, and our choice to make.	0
494	TRUMP	I am asking you to choose greatness.	0
495	TRUMP	No matter the trials we face, no matter the challenges to come, we must go forward together.	0
496	TRUMP	We must keep America first in our hearts.	0
497	TRUMP	We must keep freedom alive in our souls.	0
498	TRUMP	And we must always keep faith in America’s destiny that one nation, under God, must be the hope and the promise, and the light and the glory, among all the nations of the world.	0
499	TRUMP	Thank you.	0
500	TRUMP	God bless you.	0
501	TRUMP	And God bless America.	0
502	TRUMP	Thank you very much.	0
503	TRUMP	Thank you.	0
504	SYSTEM	(APPLAUSE)	0
